zinc,,Smiles,Dock,SA,HBA,HBD,ROTB,LOGP,QED,MW
ZINC000000000356,,CC(C)(C)CC(C)(C)NC(=N)N,-6,2.814039705,2,3,2,1.68427,0.43707763,171.3
ZINC000000000693,,C[C@](N)(Cc1ccc(O)cc1)C(=O)O,-6,2.514203615,4,3,3,0.7367,0.663716312,195.2
ZINC000000000766,,Cc1ncc(CO)c([C@@H]2N[C@@H](C(=O)O)CCS2)c1O,-6,3.822032219,7,4,3,0.76622,0.649695285,284.3
ZINC000000000984,,CCN(CC)C(=O)CSc1ccc(Cl)nn1,-6,2.359854419,4,0,5,2.0905,0.759991494,259.8
ZINC000000000994,,Cc1ncc(C[n+]2csc(CCCl)c2C)c(N)n1,-6,3.29182158,3,1,4,1.85424,0.688211824,283.8
ZINC000000001279,,Cc1ccc(S(=O)(=O)N(Cl)Cl)cc1,-6,2.262618483,2,0,2,2.29332,0.743495875,240.1
ZINC000000001309,,CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,-6,2.986167496,6,0,7,3.58472,0.717615875,304.4
ZINC000000001340,,C/C=C(/CC)C(=O)NC(N)=O,-6,2.888037149,2,2,2,0.5376,0.572465209,156.2
ZINC000000007431,,Nc1nc(N)c(-c2cc(Cl)cc(Cl)c2Cl)c(CF)n1,-6,2.800759351,4,2,2,3.7377,0.826003178,321.6
ZINC000000009096,,C[C@H](N)Cn1ncc2ccc(O)cc21,-6,2.910847562,3,2,2,1.0891,0.74640767,191.2
ZINC000000020257,,Cc1cccc(C)c1OC[C@@H](C)N,-6,2.409173151,2,1,3,2.02944,0.770173779,179.3
ZINC000000021816,,Cc1cc(N)nc(CC(C)C)c1,-6,2.305345888,2,1,2,2.17072,0.727178991,164.3
ZINC000000049153,,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,-6,3.216570503,4,2,4,0.60774,0.794127326,265.4
ZINC000000056648,,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,-6,1.826981749,3,0,4,3.0605,0.76160462,242.7
ZINC000000057062,,Cc1cccc(C)c1OC[C@H](C)N,-6,2.409173151,2,1,3,2.02944,0.770173779,179.3
ZINC000000057163,,COc1ccc2[nH]cc(CCN)c2c1,-6,1.92903597,2,2,3,1.6777,0.773220599,190.2
ZINC000000057210,,COc1ccc(OC)c([C@H](O)[C@H](C)NC(C)(C)C)c1,-6,2.967397758,4,2,5,2.5138,0.860427597,267.4
ZINC000000063264,,Nc1ncc(Cc2ccccc2)s1,-6,1.979289952,2,1,2,2.3161,0.788888713,190.3
ZINC000000085742,,COc1cc(C[C@H](N)C(=O)O)ccc1O,-6,2.280959267,5,3,4,0.3552,0.668055526,211.2
ZINC000000085744,,COc1cc(C[C@@H](N)C(=O)O)ccc1O,-6,2.280959267,5,3,4,0.3552,0.668055526,211.2
ZINC000000120144,,NCCc1c[nH]c2ccccc12,-6,1.794984199,1,2,2,1.6691,0.689023651,160.2
ZINC000000152322,,NCc1c[nH]c2ccccc12,-6,1.840578702,1,2,1,1.6266,0.630399039,146.2
ZINC000000154632,,CC(=O)CCc1ccc(O)cc1,-6,1.648819883,2,1,3,1.9138,0.740531147,164.2
ZINC000000170333,,N[C@@H](CC(=O)O)c1ccc(O)cc1,-6,2.351596887,4,3,3,0.8667,0.645523791,181.2
ZINC000000171938,,N/C(S)=N/N=C/c1ccc(Cl)c(Cl)c1,-6,2.70295508,1,2,2,2.5718,0.359127182,248.1
ZINC000000388311,,O=C(O)[C@H](O)c1ccc(O)c(O)c1,-6,2.618734224,5,4,2,0.2158,0.492538444,184.1
ZINC000000388555,,O=C(O)Cc1ccc(O)c(O)c1,-6,1.8375406,4,3,2,0.7249,0.568512288,168.1
ZINC000000389291,,COc1cc2nc(N)nc(N)c2cc1OC,-6,2.029220853,6,2,2,0.8114,0.777014506,220.2
ZINC000000391104,,N[C@@H](Cc1ccc(I)cc1)C(=O)O,-6,2.325008315,3,2,3,1.2456,0.823734476,291.1
ZINC000000392006,,N[C@@H](Cc1cccc(O)c1)C(=O)O,-6,2.269912491,4,3,3,0.3466,0.627720447,181.2
ZINC000000400176,,CNC(=O)Oc1ccccc1C(C)C,-6,1.912580181,2,1,2,2.5282,0.783353649,193.2
ZINC000000402228,,OC[C@H](O)Cc1ccc2c(c1)OCO2,-6,2.507417503,4,2,3,0.311,0.730138558,196.2
ZINC000000403033,,C[C@H](N)Cc1ccc2c(c1)OCO2,-6,2.397367353,3,1,2,1.305,0.743935445,179.2
ZINC000000407099,,CC1=CC[C@H](C(C)(C)O)C[C@@H]1O,-6,3.885681661,2,2,1,1.4745,0.585035379,170.3
ZINC000000410087,,CCC(C)(C)[C@H]1CCCC[C@@H]1OC(C)=O,-6,3.216950625,2,0,3,3.5445,0.66873371,212.3
ZINC000000895199,,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,-6,2.427137503,5,4,3,0.0522,0.512506925,197.2
ZINC000000895327,,O=CCc1c[nH]c2ccccc12,-6,2.120989913,1,1,2,1.9093,0.66686885,159.2
ZINC000000895840,,NCCC(=O)c1cc(O)ccc1NC=O,-6,2.530803663,4,3,5,0.492,0.372796163,208.2
ZINC000000896098,,c1ccc2cnccc2c1,-6,1.542224751,1,0,0,2.2348,0.531191558,129.2
ZINC000000967562,,CC1=CC[C@H]2[C@@H](C1)C2(C)C,-6,3.687909053,0,0,0,2.9987,0.448982999,136.2
ZINC000000967594,,CC1=CCC(C(C)C)=CC1,-6,3.324756546,0,0,1,3.3089,0.485034492,136.2
ZINC000000967715,,CCc1cccc(CC)c1N,-6,1.96568649,1,1,2,2.3936,0.641850843,149.2
ZINC000000968044,,Nc1ccc(C[C@H](N)C(=O)O)cc1,-6,2.193006997,4,3,3,0.2232,0.580429361,180.2
ZINC000000968226,,C=C(C)[C@@H]1CC=C(C)CC1,-6,3.164895515,0,0,1,3.3089,0.485034492,136.2
ZINC000000968248,,CC(C)c1ccc(C=O)cc1,-6,1.678351106,1,0,2,2.6225,0.589055324,148.2
ZINC000001261423,,CC1=C[C@@H](C)[C@H](C=O)[C@@H](C)C1,-6,4.019442552,1,0,1,2.4237,0.416347713,152.2
ZINC000001481840,,CCN[C@@H](C)Cc1ccccc1,-6,1.971141012,1,1,4,2.2271,0.717389663,163.3
ZINC000001529812,,O=C(O)C1=N[C@@H](C(=O)O)CCC1,-6,3.500185017,4,2,2,0.1491,0.618598515,171.2
ZINC000001530701,,CCCC(C)(COC(N)=O)COC(N)=O,-6,2.82003016,4,2,6,0.9834,0.69281601,218.3
ZINC000001532222,,CC(C)C[C@@H](N)C(=O)N[C@H](CC(C)C)C(=O)O,-6,2.683092076,4,3,7,0.9753,0.622020014,244.3
ZINC000001596590,,Cc1ccc(C(C)(C)O)cc1,-6,1.680796623,1,1,1,2.22242,0.650467105,150.2
ZINC000001597137,,COc1cc(C)ccc1C(C)C,-6,1.570621369,1,0,2,3.12702,0.652178502,164.2
ZINC000001629225,,N[C@@H](C(=O)O)c1ccc(C(=O)O)cc1,-6,2.214831058,5,3,3,0.4692,0.650345076,195.2
ZINC000001677819,,C=C[C@](C)(CCC=C(C)C)OC(=O)CC(C)C,-6,3.330006366,2,0,7,4.2668,0.488911925,238.4
ZINC000001690121,,C=CCc1cccc(C)c1O,-6,2.079658798,1,1,2,2.42912,0.638471413,148.2
ZINC000001699437,,CCCc1cccc(C)c1,-6,1.348100685,0,0,2,2.94752,0.583030489,134.2
ZINC000001706264,,CS(=O)(=O)c1ccc(C(=N)N)cc1,-6,1.793486356,3,2,2,0.37417,0.531724538,198.2
ZINC000001722646,,CCC[C@](C)(COC(N)=O)COC(=O)NC1CC1,-6,3.073974266,4,2,7,1.7767,0.727805267,258.3
ZINC000001848352,,CC(C)[C@@H](N)C(=O)N[C@@H](C(=O)O)C(C)C,-6,2.681194565,4,3,5,0.1951,0.611567265,216.3
ZINC000001850986,,C=C[C@](C)(CCC=C(C)C)OC(=O)CC,-6,3.418978202,2,0,6,3.6307,0.494038978,210.3
ZINC000001999319,,C[C@H](c1ccccc1)C(C)(C)N,-6,2.549092709,1,1,2,2.5274,0.711989637,163.3
ZINC000001999414,,CC[C@H](C)[C@@](C)(COC(N)=O)COC(=O)NC(C)C,-6,3.552114166,4,2,7,2.2687,0.744701131,274.4
ZINC000001999557,,CC(C)(C)NC[C@@H](O)c1cc(Br)no1,-6,3.442011931,4,2,3,1.8586,0.873440592,263.1
ZINC000002001082,,COc1cc(C[C@@H](C)N)cc2c1OCO2,-6,2.646115311,4,1,3,1.3136,0.815168596,209.2
ZINC000002007826,,CCOc1cc(OP(=S)(OC)OC)nc(CC)n1,-6,3.127051219,7,0,7,2.3338,0.714578856,292.3
ZINC000002015334,,C=C(C#N)C(=O)O[C@H](C)C(F)(F)F,-6,3.600300032,3,0,2,1.56018,0.379558879,193.1
ZINC000002037166,,N[C@@H]1CCC[C@@H]1c1ccccc1,-6,2.548766595,1,1,1,2.2814,0.671526039,161.2
ZINC000002383344,,NC1CCN(c2cccc(Cl)n2)CC1,-6,2.232952124,3,1,1,1.6625,0.718944474,211.7
ZINC000002384856,,CC(C)C[C@H](N)C(=O)N1CCC[C@@H]1C(=O)O,-6,2.769729553,4,2,4,0.4354,0.73077595,228.3
ZINC000002525836,,Nc1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1,-6,3.150840048,4,4,5,0.583,0.471611611,293.2
ZINC000002559033,,N[C@H](C(=O)O)c1ccc(C(=O)O)cc1,-6,2.214831058,5,3,3,0.4692,0.650345076,195.2
ZINC000002560145,,N[C@H](C(=O)O)c1cccc(F)c1F,-6,2.56467721,3,2,2,1.0492,0.726828341,187.1
ZINC000003609266,,O=P(O)(O)OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,-6,3.202317582,8,2,7,0.8528,0.572269926,386.3
ZINC000003847389,,Oc1ccc2c(c1)CNCC2,-6,2.24482149,2,2,0,1.0379,0.577293555,149.2
ZINC000003861538,,C=C(C)[C@@H]1CC=C(CO)CC1,-6,3.40024033,1,1,2,2.2813,0.601759236,152.2
ZINC000003861723,,N[C@@H](Cc1cc(I)c(O)c(I)c1)C(=O)O,-6,2.993872876,4,3,3,1.5558,0.632733152,433
ZINC000003870875,,NS(=O)(=O)c1cc2c(s1)S(=O)(=O)N(Cc1cccs1)C[C@@H]2O,-6,3.64465412,5,2,3,0.6949,0.812379354,380.5
ZINC000003871092,,CCN(c1nc(N)c(C(=O)N=C(N)N)nc1Cl)C(C)C,-6,3.049374967,7,3,4,0.3605,0.538946111,299.8
ZINC000003871658,,CCCC[C@H](CN(O)C=O)C(=O)N[C@H](C(=O)N(C)C)C(C)(C)C,-6,3.488572332,4,2,9,1.2595,0.378466666,329.4
ZINC000003872055,,NS(=O)(=O)c1cc2c(cc1Cl)NC=NS2(=O)=O,-6,3.174823505,5,2,1,0.1299,0.763028894,295.7
ZINC000004521351,,CCCCC[C@H]1CC=CC(=O)O1,-6,3.036569972,2,0,4,2.4384,0.475771647,168.2
ZINC000004529217,,O=C(O)CC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,-6,2.048488015,2,1,5,6.4559,0.494789577,405.7
ZINC000004556812,,CSCC[C@H](NC(=O)[C@H](N)CC(C)C)C(=O)O,-6,2.827970487,5,3,8,0.6823,0.598070117,262.4
ZINC000004557160,,CSCC[C@@H](N)C(=O)N[C@@H](CC(C)C)C(=O)O,-6,2.824763844,5,3,8,0.6823,0.598070117,262.4
ZINC000004582587,,CC(=O)OCC[C@@H](C)CCCC(C)C,-6,2.55731006,2,0,7,3.402,0.588668882,200.3
ZINC000004654886,,NCCc1ccc(O)c(OS(=O)(=O)O)c1,-6,2.266223503,6,3,4,0.075,0.634892216,233.2
ZINC000005005072,,COc1ccc(/C(C)=N/NC(N)=S)cc1,-6,1.963972518,4,2,3,1.2524,0.459820879,223.3
ZINC000005117282,,Nc1nc2cc(O)ccc2[nH]1,-6,2.340517954,3,3,0,0.8507,0.519419365,149.2
ZINC000005179119,,C/C(O)=N/S(=O)(=O)c1ccc(N)cc1,-6,2.307300544,4,2,2,0.9339,0.434898859,214.2
ZINC000005234408,,CCOc1ccc(C[C@@H](C)N)cc1,-6,1.996700513,2,1,4,1.975,0.766634967,179.3
ZINC000005554087,,CC1=CC[C@H]2C(C)(C)CCC[C@]2(C)[C@@H]1CC[C@](C)(O)[C@H](O)CO,-6,4.445799134,3,3,5,3.6696,0.676267504,324.5
ZINC000005618627,,CC[C@@H](C)[C@@H](NC(=O)[C@H](N)CC(C)C)C(=O)O,-6,2.929913153,4,3,7,0.9753,0.622020014,244.3
ZINC000005751341,,COC(=O)[C@]1([C@H](C)CN(C)C)CCCC[C@@H]1c1ccccc1,-6,3.576199865,3,0,5,3.7013,0.776811898,303.4
ZINC000005765126,,COc1cc(C[C@@H](C)N)c(OC)cc1C,-6,2.39983542,3,1,4,1.90192,0.823366657,209.3
ZINC000005924342,,CC[C@@H](OC(C)=O)C(C[C@@H](C)N)(c1ccccc1)c1ccccc1,-6,3.180169007,3,1,7,4.0517,0.781338985,325.5
ZINC000005933622,,OC[C@@H]1CO[C@@H](Cc2ccccc2)O1,-6,2.99377418,3,1,3,0.9629,0.778632914,194.2
ZINC000005974211,,Clc1ccc(-c2cnc[nH]2)cc1,-6,1.971134968,1,1,1,2.7301,0.714915395,178.6
ZINC000006018751,,COc1ccc2c(c1)O[C@@H](O)C(=O)N2,-6,2.926902,4,2,1,0.3445,0.677831573,195.2
ZINC000006031700,,COc1ccc([C@@H]2O[C@@H]2C)cc1,-6,2.49937239,2,0,2,2.155,0.62458387,164.2
ZINC000006072072,,Cc1cncc(SCc2ccco2)n1,-6,2.561521861,4,0,3,2.67032,0.723625502,206.3
ZINC000006091773,,NC[C@H](O)c1ccc(O)c(O)c1F,-6,3.086009337,4,4,2,0.229,0.49898558,187.2
ZINC000006528043,,O=[N+]([O-])c1ccc(OCCCO)cc1,-6,1.682393012,4,1,5,1.356,0.439071515,197.2
ZINC000006591680,,CCC(CC)NC(=O)C[C@@H](C(N)=O)C(C)(C)C,-6,2.965559277,2,2,6,1.8289,0.74551452,242.4
ZINC000006815590,,Nc1ccc(CC(=O)OCCBr)c(C=O)c1,-6,2.63071351,4,1,5,1.5619,0.385824224,286.1
ZINC000011681856,,CC([C@H](C)OC(N)=O)[C@@H](C)OC(N)=O,-6,3.73746431,4,2,4,0.5901,0.69859437,204.2
ZINC000011726221,,Cc1cnc2c(c1)CCC[C@@H]2C(N)=S,-6,3.342638094,3,1,1,2.09602,0.715114422,206.3
ZINC000012495658,,CC(C)CCC[C@@H](C)CCC[C@H](C)C(=O)O,-6,2.883188894,2,1,9,4.3398,0.637098885,228.4
ZINC000012954903,,CN[C@H](Cc1ccccc1)C(=O)O,-6,1.994885129,3,2,4,0.9017,0.721655753,179.2
ZINC000013306704,,C=C(C)[C@H]1CC=C(C(C)=O)C1,-6,3.501530993,1,0,2,2.4879,0.552575358,150.2
ZINC000013334177,,CC1=CC[C@H]([C@](C)(O)CO)CC1=O,-6,3.873098139,3,2,2,0.6551,0.662322585,184.2
ZINC000013350968,,CCNc1cc(O)c(O)cc1C(N)=O,-6,2.27331385,4,4,3,0.6285,0.420847124,196.2
ZINC000013433784,,CC/C=C/C/C=C/C=C/C(=O)O,-6,2.910804498,2,1,5,2.5397,0.386886465,166.2
ZINC000013519717,,Cc1ccc(NC(=S)NCCc2ccccc2)nc1,-6,1.842420692,4,2,4,2.91912,0.838460118,271.4
ZINC000013584963,,N[C@@H]1C[C@]1(F)c1ccc(Cl)cc1,-6,3.174537337,1,1,1,2.2358,0.713700941,185.6
ZINC000013675959,,CCCCCNC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CC,-6,2.743416835,3,2,7,1.0211,0.67758619,269.4
ZINC000014588734,,C[C@H](C=O)C1=CC[C@H](C)CC1,-6,4.044180535,1,0,2,2.5678,0.43877432,152.2
ZINC000014949849,,SCc1ccc(-c2cccnc2)o1,-6,2.439936916,2,1,2,2.7714,0.738532174,191.3
ZINC000014976920,,Cc1cccc(CCCN(O)C=O)n1,-6,2.644672302,3,1,5,1.17022,0.434644277,194.2
ZINC000015121251,,C=C[C@@H]([C@H](O)C(=C)C)C(C)(C)OC(C)=O,-6,4.159926374,3,1,5,2.0673,0.560258634,212.3
ZINC000015253234,,O=C(O)C[C@H]1CCC2=C1[C@@H](O)OC2,-6,4.232573026,4,2,2,0.5163,0.613693736,184.2
ZINC000016051638,,CNCC(=O)c1nnc(C(C)(C)C)o1,-6,2.932158756,5,1,3,0.7692,0.724706559,197.2
ZINC000017173470,,C/C(=N/NC(N)=S)c1ccc(Br)cc1,-6,2.126390302,3,2,2,2.0063,0.491651406,272.2
ZINC000020272675,,Oc1cc(C2CCNCC2)on1,-6,3.043416726,4,2,1,0.8472,0.652223039,168.2
ZINC000021999709,,CCCCCC(=O)OCCc1scnc1C,-6,2.241994629,3,0,7,3.11752,0.543631303,241.4
ZINC000026154650,,COc1cc(C[C@H](C)N)c(O)cc1Br,-6,2.72739322,3,2,3,2.053,0.874051108,260.1
ZINC000028476731,,NC1=N[C@H]2CCCC[C@H]2CC1,-6,3.552754285,1,1,0,1.6962,0.563363128,152.2
ZINC000028526109,,N[C@H](C(=O)N1CCC1)C1CCCCC1,-6,2.568244012,2,1,2,1.1263,0.719251035,196.3
ZINC000030690471,,COC(=O)C1=C(C)NC(COC(N)=O)=C(C(=O)OC(C)C)[C@H]1c1cccc(Cl)c1Cl,-6,3.097639796,7,2,6,3.4282,0.496631851,457.3
ZINC000030731143,,NC(=O)OCC(O)(COC(N)=O)c1ccccc1,-6,2.576296431,5,3,5,0.0648,0.684954772,254.2
ZINC000030731156,,N=C(O)OC[C@@H](C=O)c1ccccc1,-6,3.254075964,3,2,4,1.47847,0.431941024,193.2
ZINC000032152202,,CC1=CC[C@H]([C@H](C)C=O)CC1,-6,3.824912843,1,0,2,2.5678,0.43877432,152.2
ZINC000032163576,,CCCCCCc1nc(C)c(C)o1,-6,2.147493596,2,0,5,3.41424,0.650448698,181.3
ZINC000032189400,,C=CCc1cnc(C)c(C)n1,-6,2.769183413,2,0,2,1.82194,0.597742707,148.2
ZINC000033611419,,Cc1scnc1CCOC(=O)C(C)C,-6,2.688828359,3,0,4,2.19322,0.719647194,213.3
ZINC000033821259,,CC(C)[C@H](C[C@H](O)[C@@H](N)CC1CCCCC1)C(=O)O,-6,3.353407122,4,3,7,2.3919,0.66360803,271.4
ZINC000033994795,,Nc1ccnc2c1ncn2[C@H]1CO[C@H](CO)S1,-6,3.946979842,6,2,2,0.5939,0.813393943,252.3
ZINC000033994797,,Nc1ccnc2c1ncn2[C@H]1CO[C@@H](CO)S1,-6,3.946979842,6,2,2,0.5939,0.813393943,252.3
ZINC000034266417,,CC(C)C[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)O,-6,2.771594446,5,4,9,0.0582,0.43651232,259.3
ZINC000034266418,,CC(C)C[C@@H](N)C(=O)N[C@@H](CCCCN)C(=O)O,-6,2.771594446,5,4,9,0.0582,0.43651232,259.3
ZINC000034803779,,CCCCCCCC[S@@](=O)CC(=O)C(F)(F)F,-6,3.148588114,2,0,9,3.227,0.603858917,272.3
ZINC000035021516,,CCN(CC)[C@H](C)C(=O)c1cccc(Cl)c1,-6,2.503317736,2,0,5,3.253,0.735567787,239.7
ZINC000035837228,,NC[C@H]1CC[C@H](c2ccccc2)O1,-6,2.804309665,2,1,2,1.8654,0.748039867,177.2
ZINC000035876205,,CCCC[C@@H](N1CCOCC1)C(O)(c1cccnc1)c1cccnc1,-6,3.150246826,5,1,7,2.6035,0.838788219,341.5
ZINC000038609808,,C=CCOC(=O)CC1CCCCC1,-6,2.130581538,2,0,4,2.686,0.493294532,182.3
ZINC000039187988,,CCC[C@H]1COc2ccsc2C(=N)N1,-6,3.868913272,2,2,2,2.22417,0.785856303,210.3
ZINC000040471255,,CC[C@H](C)[C@@H](N)C(=O)N[C@@H](CCSC)C(=O)O,-6,3.068494052,5,3,8,0.6823,0.598070117,262.4
ZINC000040828398,,Cc1cc(N)nc(C[C@H](C)O)c1,-6,2.932163863,3,2,2,0.89552,0.685750023,166.2
ZINC000040977399,,Nc1ccc(-c2cccs2)cc1N,-6,2.097971975,2,2,1,2.5795,0.67892962,190.3
ZINC000053683814,,Cc1ccc(OCC[P@@H](=O)O)cc1,-6,3.112550513,3,1,4,1.84082,0.754103715,200.2
ZINC000056898863,,CCNCCS(=O)(=O)NC[C@@]1(c2ccccc2)SC(NC(=O)C(C)(C)C)=NN1C(=O)C(C)(C)C,-6,3.616938601,6,3,8,2.4231,0.461279275,511.7
ZINC000059587954,,CC(C)C1=CC[C@@H](C)C=C1,-6,3.628705771,0,0,1,3.1648,0.519119459,136.2
ZINC000077050241,,CC(C)C1=CC[C@H](C)CC1,-6,3.243787822,0,0,1,3.3888,0.487135183,138.3
ZINC000077050244,,CC(C)C1=CC[C@@H](C)CC1,-6,3.243787822,0,0,1,3.3888,0.487135183,138.3
ZINC000085884002,,C/C1=C/C=C(\C(C)C)CC/C(C)=C\CC/C(C)=C\CC1,-6,3.602629216,0,0,1,6.7619,0.462384441,272.5
ZINC000086034091,,CC(C)C1=CC[C@H](C)C=C1,-6,3.628705771,0,0,1,3.1648,0.519119459,136.2
ZINC000086034648,,C[C@H]1CC[C@H]([C@](C)(O)CO)C[C@@H]1O,-6,3.969245729,3,3,2,0.5268,0.592043162,188.3
ZINC000090756079,,CC(C)=CCC/C(C)=C/C(C)(C)O,-6,2.989964226,1,1,4,3.45,0.660164382,182.3
ZINC000095618208,,CC/C=C\CC/C=C/C(=O)NCC,-6,2.684570519,1,1,6,2.4251,0.380389941,181.3
ZINC000095619765,,CCCCCc1nc(CC)c(C)o1,-6,2.302785904,2,0,5,3.27812,0.651427232,181.3
ZINC000095620534,,CCCC(=O)c1ccc2n1CCC2,-6,2.763751185,1,0,3,2.4171,0.649756276,177.2
ZINC000095620681,,CC1=C[C@@H]2CO[C@@H](C)[C@H]2CC1,-6,4.288049158,1,0,0,2.3776,0.484145305,152.2
ZINC000095626115,,COc1ccc([C@@H](O)OS(=O)(=O)O)c(O)c1,-6,3.060079019,7,3,4,0.2111,0.516706194,250.2
ZINC000100015564,,N=c1cc(N2CCCCC2)nc(N)n1O,-6,2.879882569,4,3,1,0.17237,0.574966147,209.3
ZINC000100651088,,Cn1nc2ccccc2c1O,-6,2.290247483,2,1,0,1.2789,0.610711203,148.2
ZINC000166647704,,CNCCOc1ccc2c(c1)O[C@]1(c3ccc(Cl)cc3)[C@H](c3ccccc3)C[C@@H](O)[C@@]21O,-6,3.790961682,5,3,6,3.9621,0.494705236,452
ZINC000204978128,,CC(C)[C@@H]1CC[C@H](C)[C@H](O)[C@H]1O,-6,3.671674222,2,2,1,1.4103,0.627564248,172.3
ZINC000000000193,,C[C@](O)(CC(=O)O)C1CCCCC1,-5.9,2.877572711,3,2,3,1.7924,0.706122863,186.3
ZINC000000000303,,CC(C)(O)C[C@](C)(O)c1ccc(Cl)cc1,-5.9,2.798706012,2,2,3,2.7085,0.835367212,228.7
ZINC000000000741,,C[C@@H](N)Cc1ccc2c(c1)OCO2,-5.9,2.397367353,3,1,2,1.305,0.743935445,179.2
ZINC000000000887,,NC(=O)c1ccc([N+](=O)[O-])cc1Cl,-5.9,1.839313053,3,1,2,1.3471,0.577471494,200.6
ZINC000000000982,,CCN1CCc2nc(N)oc2CC1,-5.9,2.811950769,4,1,1,0.6773,0.691769447,181.2
ZINC000000001324,,CCSC(=O)c1cccc(C(=O)SCC)c1,-5.9,2.608886937,4,0,4,3.4732,0.823604103,254.4
ZINC000000001385,,C#CC1(OC(N)=O)CCCCC1,-5.9,3.167528974,2,1,1,1.4178,0.600261632,167.2
ZINC000000002088,,NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,-5.9,1.868034432,3,2,2,0.0863,0.75763942,234.7
ZINC000000002234,,N[C@H](Cc1ccc(O)cc1)C(=O)O,-5.9,2.148592491,4,3,3,0.3466,0.627720447,181.2
ZINC000000006644,,C=CCN1CCc2nc(N)sc2CC1,-5.9,2.656312124,3,1,2,1.3119,0.746791399,209.3
ZINC000000006847,,Cc1csc(NC(=O)C(C(=O)OC(C)C)=C2SCS2)n1,-5.9,3.06397477,6,1,4,2.99072,0.396072369,330.5
ZINC000000008933,,CC(C)(C)c1snc(O)c1C[C@H](N)C(=O)O,-5.9,3.615574248,5,3,3,1.1006,0.739520066,244.3
ZINC000000021814,,CCCc1cc(C)cc(N)n1,-5.9,2.230314182,2,1,2,1.92472,0.699178471,150.2
ZINC000000034157,,C[C@H](N)[C@H](O)c1ccc(O)c(O)c1,-5.9,3.001894066,4,4,2,0.4784,0.502106162,183.2
ZINC000000034158,,C[C@@H](N)[C@H](O)c1ccc(O)c(O)c1,-5.9,3.001894066,4,4,2,0.4784,0.502106162,183.2
ZINC000000057211,,COc1ccc(OC)c([C@H](O)[C@@H](C)NC(C)(C)C)c1,-5.9,2.967397758,4,2,5,2.5138,0.860427597,267.4
ZINC000000121458,,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,-5.9,2.031708475,4,2,3,1.5261,0.814334941,255.3
ZINC000000157067,,COc1ccc(CC(=O)O)cc1,-5.9,1.331210093,3,1,3,1.3223,0.73619787,166.2
ZINC000000266964,,N[C@@H](Cc1ccc(O)cc1)C(=O)O,-5.9,2.148592491,4,3,3,0.3466,0.627720447,181.2
ZINC000000283596,,Nc1ccc(CCC(=O)O)cc1,-5.9,1.567794708,3,2,3,1.286,0.663071362,165.2
ZINC000000388090,,O=C(O)[C@H](O)Cc1ccccc1,-5.9,2.064636241,3,2,3,0.6746,0.693597766,166.2
ZINC000000391154,,C=C[C@]1(C)CC[C@@H](C(C)(C)O)O1,-5.9,4.037372976,2,1,2,1.881,0.641097357,170.3
ZINC000000402896,,CCn1cnc2c(N)ncnc21,-5.9,2.328419842,4,1,1,0.4284,0.6613593,163.2
ZINC000000402938,,O=C(O)[C@H](O)Cc1ccc(O)cc1,-5.9,2.320901942,4,3,3,0.3802,0.631107395,182.2
ZINC000000404470,,Cc1cccc(CC(=O)O)c1,-5.9,1.444937259,2,1,2,1.62212,0.695147978,150.2
ZINC000000895535,,O=C(O)[C@H](O)Cc1ccc(O)c(O)c1,-5.9,2.590132929,5,4,3,0.0858,0.515666542,198.2
ZINC000000899774,,COC(=O)[C@@H]1[C@H]2CCCN2C[C@]1(C)O,-5.9,3.790311019,4,1,1,0.0046,0.604104847,199.2
ZINC000000967579,,CC1=CC[C@@H]2C[C@H]1C2(C)C,-5.9,4.272897457,0,0,0,2.9987,0.448982999,136.2
ZINC000000967810,,C=C(C)[C@@H]1CC=C(C)[C@@H](O)C1,-5.9,3.771600058,1,1,1,2.2797,0.571409445,152.2
ZINC000000968247,,CC(C)c1ccc(CO)cc1,-5.9,1.479741875,1,1,2,2.3023,0.685484288,150.2
ZINC000001481889,,Cc1ccccc1C[C@@H](C)N,-5.9,2.078758792,1,1,2,1.88472,0.682350106,149.2
ZINC000001506908,,N[C@H](Cc1ccc(O)c(O)c1)C(=O)O,-5.9,2.427137503,5,4,3,0.0522,0.512506925,197.2
ZINC000001529472,,C=C(C)[C@@H]1CC=C(C=O)CC1,-5.9,3.6837911,1,0,2,2.4879,0.436328594,150.2
ZINC000001530937,,CCCCOC(=O)c1ccc(N)cc1,-5.9,1.589059284,3,1,4,2.2257,0.452921348,193.2
ZINC000001531613,,C=C[C@@](C)(CCC=C(C)C)OC(C)=O,-5.9,3.40831058,2,0,5,3.2406,0.498150714,196.3
