zinc,,Smiles,Dock,SA,HBA,HBD,ROTB,LOGP,QED,MW
ZINC000085897746,,O=C1c2c(-c3ccccc3)ccc3ccc4c(c23)[C@@H]2[C@@H]3c5c(ccc6ccc(-c7ccccc7)c(c56)C(=O)[C@]3(O)O4)O[C@]12O,-12.8,4.349221455,6,2,2,6.749,0.23776932,574.6
ZINC000085897756,,O=C1c2c(-c3ccccc3)ccc3ccc4c(c23)[C@@H]2[C@@H]3c5c(ccc6ccc(-c7ccc(O)cc7)c(c56)C(=O)[C@]3(O)O4)O[C@]12O,-12.5,4.497133914,7,3,2,6.4546,0.212331704,590.6
ZINC000029127186,,NC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,-12.4,2.245617657,4,3,5,5.289,0.490696391,450.8
ZINC000085897741,,O=C1c2c(-c3ccccc3)ccc3ccc4c(c23)[C@H]2[C@@H]3c5c(ccc6ccc(-c7ccccc7)c(c56)C(=O)[C@]3(O)O4)O[C@]12O,-12.4,4.349221455,6,2,2,6.749,0.23776932,574.6
ZINC000085897751,,O=C1c2c(-c3ccccc3)ccc3ccc4c(c23)[C@H]2[C@@H]3c5c(ccc6ccc(-c7ccc(O)cc7)c(c56)C(=O)[C@]3(O)O4)O[C@]12O,-12.3,4.497133914,7,3,2,6.4546,0.212331704,590.6
ZINC000003817154,,NC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)cc[n+]1[O-],-12.2,2.651499505,4,3,5,4.5274,0.377686447,466.8
ZINC000004214742,,Cc1c[nH]c2c1[C@]13C[C@H]1CN(C(=O)c1cc4cc(NC(=O)c5cc6ccccc6o5)ccc4[nH]1)C3=CC2=O,-12.2,4.269191684,4,3,3,5.29682,0.310988998,502.5
ZINC000051951668,,Nc1nc(Nc2ccc3c(c2)CC[C@H](N2CCCC2)CC3)nn1-c1cc2c(nn1)-c1ccccc1CCC2,-12.2,3.364152721,7,2,4,4.882,0.380717605,506.7
ZINC000100828824,,O=C1c2c(-c3ccc(O)cc3)ccc3ccc4c(c23)[C@@H]2[C@@H]3c5c(ccc6ccc(-c7ccccc7)c(c56)C(=O)[C@]3(O)O4)O[C@]12O,-12.2,4.497133914,7,3,2,6.4546,0.212331704,590.6
ZINC000014974393,,O=C(Nc1ccccc1)Nc1ccc(-c2ccc(C(=O)[C@@H]3CCC[C@H]3C(=O)O)cc2)cc1,-12.1,2.720712911,4,3,6,5.6812,0.440161805,428.5
ZINC000001539348,,O=C(O)c1ccc(CCNC(=O)c2ccc3ccc(OCc4ccc5ccccc5n4)cc3c2)cc1,-12,2.183602824,5,2,8,5.6377,0.30269066,476.5
ZINC000003817153,,O=C(Nc1ccc(Oc2cc[n+]([O-])c(C(=O)NCO)c2)cc1)Nc1ccc(Cl)c(C(F)(F)F)c1,-11.7,2.778857361,5,4,6,4.1081,0.231989221,496.8
ZINC000004624188,,CC(C)(C)c1ccc(Nc2nnc(-c3ccc(C(N)=O)cc3)c3ccccc23)cc1,-11.7,2.133328693,4,2,4,5.4368,0.481413268,396.5
ZINC000051951669,,Nc1nc(Nc2ccc3c(c2)CC[C@@H](N2CCCC2)CC3)nn1-c1cc2c(nn1)-c1ccccc1CCC2,-11.6,3.364152721,7,2,4,4.882,0.380717605,506.7
ZINC000242687746,,Nc1nc(NC[C@H]2CC[C@H](CNS(=O)(=O)c3cccc4ccccc34)CC2)nc2ccccc12,-11.6,2.439869204,6,3,7,4.562,0.361377695,475.6
ZINC000040835352,,O=C(Nc1cccc(-c2ccccc2)c1)Oc1cccc(-c2ccccc2)c1,-11.5,1.726538036,2,1,4,6.6315,0.440557546,365.4
ZINC000001891934,,O=C(O)c1ccc(CCOCc2ccc3ccc(OCc4ccc5ccccc5n4)cc3c2)cc1,-11.4,2.24972885,5,1,9,6.4245,0.255371975,463.5
ZINC000014957108,,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1-c1ccc2nc(N)ncc2c1,-11.4,2.242749327,4,2,3,5.45852,0.459523583,422.4
ZINC000034778315,,O=C(Nc1ccc(Oc2ccncc2)cc1)Nc1cccc(C(F)(F)F)c1,-11.4,1.955389698,3,2,4,5.5367,0.631404107,373.3
ZINC000043208325,,Cc1csc(-c2nnc(Nc3ccc(Oc4ncccc4-c4ccnc(N)n4)cc3)c3ccccc23)c1,-11.4,2.77942348,8,2,6,6.63682,0.260206777,503.6
ZINC000002008429,,C1=C[C@@H]2O[C@@H]2c2c1cc1ccc3cccc4ccc2c1c34,-11.3,3.47611261,1,0,0,5.0507,0.320937703,268.3
ZINC000036471707,,O=C(Nc1ccc(Oc2ccnc(C(=O)NCO)c2)cc1)Nc1ccc(Cl)c(C(F)(F)F)c1,-11.3,2.406391547,5,4,6,4.8697,0.375967029,480.8
ZINC000059185874,,Cc1c(NC(=O)c2cc3c(s2)CCCC3)cccc1-c1cn(C)c(=O)c(Nc2ccc([C@@H]3C(=O)N(C)CCN3C)cc2)n1,-11.3,3.43639258,6,2,6,5.13682,0.320050576,596.8
ZINC000002008430,,C1=C[C@H]2O[C@H]2c2c1cc1ccc3cccc4ccc2c1c34,-11.2,3.47611261,1,0,0,5.0507,0.320937703,268.3
ZINC000002008434,,C1=C[C@H]2O[C@H]2c2cc3ccc4cccc5ccc(c21)c3c45,-11.2,3.444991731,1,0,0,5.0507,0.320937703,268.3
ZINC000003672574,,NC(=O)c1ccc(-c2nnc(Nc3ccc(OC(F)(F)Cl)cc3)c3ccccc23)cc1,-11.2,2.346526955,5,2,6,5.3072,0.396559783,440.8
ZINC000003817152,,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)cc[n+]1[O-],-11.2,2.656428873,4,3,5,4.7881,0.360402882,480.8
ZINC000013487455,,Oc1ccc2c(c1)C[C@@]1(C2)C(c2ccccc2)=Cc2ccccc21,-11.2,3.346375674,1,1,1,4.983,0.671622507,310.4
ZINC000014956591,,NC(=O)NCc1cccc(-c2cccc(-c3cc4cnccc4[nH]3)c2O)c1,-11.2,2.437637796,3,4,4,3.7708,0.446210521,358.4
ZINC000040892784,,O=C(Nc1cccc(O)c1)c1c(O)ccc2cc(-c3cccc(O)c3)ccc12,-11.2,2.13502466,4,4,3,4.8759,0.413301337,371.4
ZINC000000596951,,O=C(O)c1ccccc1Nc1cccc(OCc2ccc3ccccc3n2)c1,-11.1,1.966700978,5,2,6,5.2556,0.484603475,370.4
ZINC000002047214,,CCOc1ccc(-c2nc3cc(-c4nc5cc(N6CCN(C)CC6)ccc5[nH]4)ccc3[nH]2)cc1,-11.1,2.461466631,5,2,5,4.9237,0.395858503,452.6
ZINC000005890661,,C[C@H]1CCCC[C@@H]1Oc1cccc(-c2nc3cc(C(=N)N)c(F)cc3[nH]2)c1O,-11.1,3.499284102,4,4,4,4.31617,0.398038238,382.4
ZINC000006745272,,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,-11.1,2.397522533,4,3,5,5.6888,0.407359645,482.8
ZINC000013487454,,Oc1ccc2c(c1)C[C@]1(C2)C(c2ccccc2)=Cc2ccccc21,-11.1,3.346375674,1,1,1,4.983,0.671622507,310.4
ZINC000035923465,,CC(C)(C)c1ccc(-c2nc3c(N4CCN(Cc5ccc6nccnc6c5)CC4)cccc3[nH]2)cc1,-11.1,2.509653373,5,1,4,5.7928,0.355593591,476.6
ZINC000043016385,,O=C(O)Cc1ccc(-c2c[nH]c3ncc(-c4ccc5ccccc5c4)cc23)cc1,-11.1,2.177358858,3,2,4,5.6772,0.422912063,378.4
ZINC000000579013,,Cc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1ccc(Oc3cccnc3C)nc1)CC2,-11,2.648718558,4,1,3,5.49914,0.598329127,428.4
ZINC000001212742,,C[C@@H](NC(=O)c1cc(-c2ccccc2)nc2ccccc12)c1ccccc1,-11,2.149108877,2,1,4,5.3928,0.534699975,352.4
ZINC000001489430,,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC,-11,2.392187947,7,2,6,5.63812,0.387870369,454.9
ZINC000013487456,,Oc1cccc(C2=Cc3ccc(O)cc3C23Cc2ccccc2C3)c1,-11,3.122548828,2,2,1,4.6886,0.680981761,326.4
ZINC000000600652,,O=C(O)c1ccccc1Nc1ccc(OCc2ccc3ccccc3n2)cc1,-10.9,1.919007732,5,2,6,5.2556,0.484603475,370.4
ZINC000001297754,,Cc1cccc(Nc2nnc(-c3ccc(C(N)=O)cc3)c3ccccc23)c1,-10.9,2.023094601,4,2,4,4.44772,0.56729995,354.4
ZINC000004214938,,Cc1nc2ccccn2c(=O)c1CCN1CCC(Nc2nc3cccnc3n2Cc2ccco2)CC1,-10.9,2.807560738,7,1,7,3.50792,0.378637914,483.6
ZINC000006494961,,C[C@H]1CCCC[C@@H]1Oc1cccc(-c2cc3cc(C(=N)N)c(F)cc3[nH]2)c1O,-10.9,3.468324803,3,4,4,4.92117,0.381448823,381.5
ZINC000013527116,,Cc1ccc2c(c1)C1(CCN(CCc3nc(-c4ccccc4)oc3C)CC1)OC(=O)N2,-10.9,3.086912928,5,1,4,5.05434,0.643064988,417.5
ZINC000013612041,,O=[N+]([O-])c1ccc2[nH]c(-c3ccc(Oc4ccccc4)cc3)nc2c1,-10.9,1.973585694,4,1,4,4.9304,0.424460395,331.3
ZINC000038795123,,Cc1c(CN(C)C(=O)/C=C/c2cnc3c(c2)CCC(=O)N3)oc2ccccc12,-10.9,2.819803506,4,1,4,3.69272,0.705837218,375.4
ZINC000000840869,,c1ccc(Cn2ncc3cc(Nc4ncnc5ccccc45)ccc32)cc1,-10.8,2.079888355,4,1,4,4.7714,0.506572697,351.4
ZINC000002019691,,O[C@H]1c2cc3ccc4cccc5ccc(c2C=C[C@H]1O)c3c45,-10.8,3.368656152,2,2,0,4.0051,0.479548025,286.3
ZINC000002019693,,O[C@H]1C=Cc2c(cc3ccc4cccc5ccc2c3c45)[C@@H]1O,-10.8,3.368656152,2,2,0,4.0051,0.479548025,286.3
ZINC000002146592,,CC1=CC[C@H]2C(C)(C)[C@@H](O)CC[C@]2(C)[C@@H]1COc1ccc2ccc(=O)oc2c1,-10.8,3.879437018,4,1,3,4.9414,0.603203149,382.5
ZINC000004028456,,CC1=CC[C@@H]2C(C)(C)C(=O)CC[C@@]2(C)[C@@H]1COc1ccc2ccc(=O)oc2c1,-10.8,3.783696527,4,0,3,5.1496,0.545760992,380.5
ZINC000004217229,,C[C@@H](OC(=O)CCc1ccccc1)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C,-10.8,4.113190855,3,0,5,6.3089,0.510180659,434.6
ZINC000015919406,,O=C(Nc1ccc2c(=O)cc(-c3nnn[nH]3)oc2c1)c1ccc(OCCCCc2ccccc2)cc1,-10.8,2.530013278,7,2,9,4.6271,0.29435082,481.5
ZINC000022910880,,Cc1cc(N)c2cc(NC(=O)Nc3ccc4nc(C)cc(N)c4c3)ccc2n1,-10.8,2.342049219,5,4,2,4.20824,0.420175769,372.4
ZINC000034602280,,Cn1ncc2ncnc(NCCc3cnc(NC(=O)Nc4cccc(C(F)(F)F)c4)s3)c21,-10.8,2.802358192,6,3,6,4.1372,0.397435692,462.5
ZINC000034962169,,O=C1CCc2ccc(OCCCCN3CCN(c4cccc5ccccc45)CC3)nc2N1,-10.8,2.440672997,5,1,7,4.1007,0.572139519,430.6
ZINC000041739025,,CCOC(=O)c1cnn2c(-c3cccc(NC(=O)c4cccc(C(F)(F)F)c4)c3)ccnc12,-10.8,2.346269333,5,1,5,4.8441,0.436222881,454.4
ZINC000095598447,,Cc1cc(C2=NO[C@@](c3cc(Cl)cc(Cl)c3)(C(F)(F)F)C2)ccc1C(=O)NCC(=O)NCC(F)(F)F,-10.8,3.373766128,3,2,6,5.29232,0.475040853,556.3
ZINC000002008436,,C1=C[C@@H]2O[C@@H]2c2cc3ccc4cccc5ccc(c21)c3c45,-10.7,3.444991731,1,0,0,5.0507,0.320937703,268.3
ZINC000002019692,,O[C@@H]1C=Cc2c(cc3ccc4cccc5ccc2c3c45)[C@H]1O,-10.7,3.368656152,2,2,0,4.0051,0.479548025,286.3
ZINC000004293351,,O=C1C(O)=Cc2c(-c3ccc(O)cc3)ccc3cccc1c23,-10.7,2.464233247,3,2,1,4.3076,0.701263222,288.3
ZINC000013677220,,O=c1cc(N2CCOCC2)oc2c(-c3ccc4ccccc4c3)cccc12,-10.7,2.297561539,4,0,2,4.4498,0.531531955,357.4
ZINC000014455485,,O=C1C(O)=Cc2c(-c3ccc(O)c(O)c3)ccc3cccc1c23,-10.7,2.616269004,4,3,1,4.0132,0.593481317,304.3
ZINC000016052883,,CNC(=O)c1cc(Oc2ccc3nc(Nc4ccc(Cl)c(C(F)(F)F)c4)[nH]c3c2)ccn1,-10.7,2.572786358,5,3,5,5.5256,0.363468009,461.8
ZINC000042919869,,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(/C=C/n4cnc5c(NC6CC6)ncnc54)c3)cc(C(F)(F)F)c2)cn1,-10.7,3.170965577,6,2,7,6.10214,0.250250975,558.6
ZINC000045367305,,CCc1ccc(-c2ccc(NC(=O)Oc3ccccc3F)cc2)cc1,-10.7,1.758480082,2,1,4,5.666,0.667285511,335.4
ZINC000299870310,,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@@H]3[C@H]1C/C(=C\c1ccc(C#N)cc1)[C@@H]2O,-10.7,3.937215958,3,2,1,5.17438,0.711292953,385.5
ZINC000000607874,,O=C1C[C@H](c2ccc(C(F)(F)F)cc2)Cc2c1c(=O)c1cc(Cl)ccc1n2O,-10.6,3.026181345,3,1,1,4.8237,0.58803871,407.8
ZINC000003975668,,CC(C)(Cc1ccc2ccccc2c1)NC[C@@H](O)COc1cccc(Cl)c1C#N,-10.6,2.847898762,4,2,8,4.71548,0.565835924,408.9
ZINC000013756970,,Clc1ccc(-c2nc3c(cnc4ccccc43)[nH]2)cc1,-10.6,2.016091024,2,1,1,4.4315,0.559834384,279.7
ZINC000020149037,,O=C(Nc1cccc(C(F)(F)F)c1)Nc1ncc(CCNc2ncnc3ccsc23)s1,-10.6,2.645026608,5,3,6,5.4652,0.352211835,464.5
ZINC000028572599,,Cc1cccc(Nc2nnc(-c3cccc4cnccc34)c3ccccc23)c1,-10.6,2.218960649,4,1,3,5.89702,0.434203507,362.4
ZINC000028821384,,O=C(NC1CCN(Cc2ccc([N+](=O)[O-])cc2)CC1)c1ccc2ccccc2c1,-10.6,1.942945141,4,1,5,4.1424,0.525553547,389.5
ZINC000040163132,,FC(F)(F)c1cccc(N2CCN(CCc3nnc4n3C[C@H]3CCC[C@H]43)CC2)c1,-10.6,3.36740589,4,0,4,3.5589,0.77965353,405.5
ZINC000045388638,,O=C1c2ccccc2C(=O)c2c1ccc1nc(-c3ccc4c(c3)OCO4)[nH]c21,-10.6,2.456721428,5,1,1,3.734,0.487503353,368.3
ZINC000113149554,,Cc1ccc(C(=O)OCc2ccc([C@@H](CN)C(=O)Nc3ccc4cnccc4c3)cc2)c(C)c1,-10.6,2.767546019,5,2,7,4.88964,0.388685103,453.5
ZINC000000538119,,Cc1nc2c(C)cccn2c(=O)c1CCN1CCC(c2noc3cc(F)ccc23)CC1,-10.5,2.678417619,5,0,4,4.01374,0.499131308,420.5
ZINC000000595346,,Cc1cc(COc2ccc(NC(=O)[C@H]3[C@H](C(=O)NO)CCCN3C)cc2)c2ccccc2n1,-10.5,3.217126285,6,3,6,3.27652,0.395015748,448.5
ZINC000002019694,,O[C@H]1C=Cc2c(cc3ccc4cccc5ccc2c3c45)[C@H]1O,-10.5,3.368656152,2,2,0,4.0051,0.479548025,286.3
ZINC000002036732,,O=C(O)CCC(=O)c1ccc2c(c1)-c1cccc3cccc-2c13,-10.5,2.011566346,3,1,4,4.5347,0.563229709,302.3
ZINC000003809191,,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC=C(c5cccnc5)[C@@]4(C)CC[C@@H]32)C1,-10.5,4.130926712,3,0,2,5.9694,0.460457554,391.6
ZINC000003817994,,Cc1cc(COc2ccc(NC(=O)[C@@H]3[C@@H](C(=O)NO)CCCN3C)cc2)c2ccccc2n1,-10.5,3.217126285,6,3,6,3.27652,0.395015748,448.5
ZINC000003824141,,CN(Cc1nc2ccccc2[nH]1)C(=O)c1ccc2c(c1)CN(C)C(=O)[C@H](CC(=O)O)N2,-10.5,3.08378078,6,3,5,2.0623,0.580337796,421.5
ZINC000004095893,,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,-10.5,4.328863192,5,3,7,4.4265,0.464963673,483.7
ZINC000013382490,,CC(C)=CCc1c(O)c2c(c3c1OC(C)(C)C=C3)O[C@@H](c1ccc(O)cc1)CC2=O,-10.5,3.589483498,5,2,3,5.4972,0.658688408,406.5
ZINC000013559919,,Nc1nc2nn(-c3cccc(C(=O)NCc4cc(Cl)cc(Cl)c4)c3)nc2c(=O)[nH]1,-10.5,2.688972614,6,3,4,2.3228,0.455479343,430.3
ZINC000013612044,,Nc1ccc2[nH]c(-c3ccc(Oc4ccccc4)cc3)nc2c1,-10.5,1.906869863,3,2,3,4.6044,0.543293246,301.3
ZINC000014679176,,CC(C)=CCc1c(O)ccc2c1OC[C@@H](c1ccc3c(c1O)C=CC(C)(C)O3)C2,-10.5,3.695227822,4,2,3,5.5094,0.676429918,392.5
ZINC000028702706,,Cc1cc(-c2c(Cl)cccc2Cl)cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc12,-10.5,2.534592281,6,1,7,6.52522,0.315480682,494.4
ZINC000028821379,,O=C(NC1CCN(Cc2cccc(Br)c2)CC1)c1ccc2ccccc2c1,-10.5,1.887389058,2,1,4,4.9967,0.64098699,423.4
ZINC000043195883,,NS(=O)(=O)Nc1ccc(Oc2ccc(-c3c[nH]c(COc4ccccc4)n3)cc2)cc1F,-10.5,2.589763582,5,3,8,4.2025,0.368589131,454.5
ZINC000043203641,,COc1ccc(-c2ccc(OCc3cc(/C(O)=N/S(=O)(=O)c4ccccc4C)oc3C)cc2)nc1,-10.5,2.686472105,7,1,8,5.23954,0.264432952,492.6
ZINC000045484332,,O=C(NCCCCc1ccccc1)Oc1cccc(-c2ccccc2)c1,-10.5,1.735796323,2,1,7,5.4649,0.577070989,345.4
ZINC000068208327,,Cc1noc(-c2cc3cc(-c4[nH]c(C(=O)NCc5ccncc5)nc4C)ccc3[nH]2)n1,-10.5,2.953351396,6,3,5,3.54984,0.404556923,413.4
ZINC000101794353,,O=C(O)C[C@H]1CC[C@H](c2ccc(-c3ccc(Nc4ccc(C(F)(F)F)nc4)cn3)cc2)CC1,-10.5,2.502211094,5,2,6,6.6545,0.435012251,455.5
ZINC000115705166,,FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1,-10.5,2.652635635,4,2,5,5.228,0.466457656,417.8
ZINC000138562667,,O=c1ccc2ncc(=O)n3c2n1C[C@H]3CN1CCC(NCc2cc3c(cn2)OCCC3)CC1,-10.5,3.561955377,7,1,5,1.0871,0.624388307,448.5
ZINC000000001188,,O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(C(F)(F)F)c1,-10.4,1.781294126,1,2,2,5.6562,0.722092367,349.1
ZINC000000009048,,N=C(N)c1ccc(NC(=O)Nc2ccc(Oc3ccccc3)cc2)cc1,-10.4,1.752473182,3,4,5,4.40697,0.406562453,346.4
ZINC000002000981,,O[C@@H]1Cc2c(cc3ccc4cccc5ccc2c3c45)[C@@H](O)[C@@H]1O,-10.4,3.504743118,3,3,0,2.8953,0.437785573,304.3
ZINC000002101853,,CC1=CC[C@@H]2C(C)(C)C(=O)CC[C@@]2(C)[C@H]1COc1ccc2ccc(=O)oc2c1,-10.4,3.783696527,4,0,3,5.1496,0.545760992,380.5
ZINC000002146627,,CC1=CC[C@H]2C(C)(C)C(=O)CC[C@]2(C)[C@@H]1COc1ccc2ccc(=O)oc2c1,-10.4,3.783696527,4,0,3,5.1496,0.545760992,380.5
ZINC000003817765,,Cc1ccc(NC(=O)NCCCCN2CCN(c3csc4cc(C(F)(F)F)ccc34)CC2)cc1,-10.4,2.436852623,3,2,7,5.95242,0.402414193,490.6
ZINC000003940827,,O=C(O)C[C@@H]1Cc2ccc(OCCCNc3ccccn3)cc2Cc2ccccc21,-10.4,2.840945635,5,2,8,4.6678,0.536024493,402.5
ZINC000004491418,,CC1=CC[C@@H]2C(C)(C)[C@@H](O)CC[C@@]2(C)[C@@H]1COc1ccc2ccc(=O)oc2c1,-10.4,3.879437018,4,1,3,4.9414,0.603203149,382.5
ZINC000004599713,,COc1ccc(-n2cnc3cc(NCc4ccc(C(C)C)cc4)ccc32)cc1,-10.4,2.053093015,3,1,6,5.7696,0.467562781,371.5
ZINC000011679756,,CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N\Nc1cccc(-c2cccc(C(=O)O)c2)c1O,-10.4,2.563510778,5,3,5,4.56484,0.395692758,442.5
ZINC000013611259,,c1ccc(Oc2cccc(Nc3ncc(-c4ccccc4)o3)c2)cc1,-10.4,1.962960775,4,1,5,5.8775,0.496939256,328.4
ZINC000013986811,,Nc1ccccc1NC(=O)c1ccc(CNc2nccc(-c3cccnc3)n2)cc1,-10.4,2.123248508,6,3,6,3.9852,0.425719143,396.5
ZINC000016051746,,CC1(C)CC[C@@]2(CC[C@H]3[C@@H]4CCc5cc(C(N)=O)ccc5[C@H]4CC[C@@]32C)OC1=O,-10.4,4.489201348,3,1,1,4.7436,0.698149671,395.5
ZINC000016052721,,Cc1ccn(-c2cccc(C(F)(F)F)c2)c(=O)c1-c1ccc2nc(N)ncc2c1,-10.4,2.565774323,4,1,2,4.35712,0.546504981,396.4
ZINC000020148987,,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1cncc(C(N)=O)c1,-10.4,2.191237332,4,3,5,4.50362,0.572531391,414.4
ZINC000022794841,,CN1CCN(Cc2ccc(C(=O)Nc3cccc(Nc4nccc(-c5cccnc5)n4)c3)cc2)CC1,-10.4,2.273048256,7,2,7,4.2819,0.409119411,479.6
ZINC000035859742,,Cn1cc(-c2ccncc2)c(-c2ccc(OCc3ccc4ccccc4n3)cc2)n1,-10.4,2.263048449,4,0,5,5.2763,0.408494762,392.5
ZINC000040428795,,CC(C)N1CCC(Oc2ccc3c(c2)cc(C(=O)N2CCC(F)(F)CC2)n3C(C)C)CC1,-10.4,2.82518819,3,0,5,5.3451,0.620545586,447.6
ZINC000040934013,,O=C(Nc1ccc(Oc2ccccc2)nc1)c1c[nH]c2ccccc12,-10.4,1.927195311,3,2,4,4.6075,0.574474512,329.4
ZINC000040939754,,O=C(NCCc1ccccc1)Oc1cccc(-c2ccccc2)c1,-10.4,1.642755448,2,1,5,4.6847,0.741457613,317.4
ZINC000043207440,,COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C(F)(F)F)on4)c3)c2cc1OC,-10.4,2.847609491,8,2,7,5.9112,0.310379287,517.5
ZINC000049111110,,NS(=O)(=O)c1ccc(Nc2ncc3c(n2)-c2ccc(NC(=O)Cc4ccccc4)cc2CC3)cc1,-10.4,2.350049326,6,3,6,3.8144,0.381092734,485.6
ZINC000068208267,,O=C(c1ccc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1)N1CC[C@@H](c2cccnc2)C1,-10.4,2.802172712,2,0,3,6.4159,0.419586663,464.4
ZINC000072190104,,Cc1ccc[n+]([O-])c1C(=O)N1CCC(=CC(=O)N[C@H]2CCN(Cc3ccc4cc(F)ccc4c3)C2)CC1,-10.4,3.434788985,4,1,5,3.47382,0.329259651,502.6
ZINC000072190221,,Cc1c(NC(=O)OC[C@H]2COCCN2)cn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,-10.4,3.553922029,8,3,7,3.85532,0.290337486,530.6
ZINC000095620635,,c1ccc(CC[C@H]2CC[C@@H](c3ccccc3)c3ccccc32)cc1,-10.4,2.665214157,0,0,4,6.3287,0.527887379,312.5
ZINC000299851176,,Cc1ccc(C(=O)OCC2=CC[C@H]([C@@H](CN)C(=O)Nc3ccc4cnccc4c3)C=C2)c(C)c1,-10.4,3.658902195,5,2,7,4.72454,0.502700771,455.6
ZINC000000900914,,CC(=O)C[C@@H]1c2c(ccc3c2OCO3)-c2ccc3cc4c(cc3c2N1C)OCO4,-10.3,3.423933377,6,0,2,4.4342,0.646141795,389.4
ZINC000012504169,,CC(=O)N(C)c1cccc(-c2nnc3ccc(-c4ccccc4)nn23)c1,-10.3,2.245843028,4,0,3,3.441,0.571530028,343.4
ZINC000013376903,,Cc1ccc2[nH]c3c4c(ccc3c2c1)O[C@@]1(C)CC[C@H]2[C@@H]1[C@H]4C2(C)C,-10.3,4.047507212,1,1,0,5.93022,0.542373392,331.5
ZINC000013445638,,c1ccc(-c2nc(NC(c3ccccc3)c3ccccc3)c3ccccc3n2)cc1,-10.3,1.948590956,3,1,5,6.4983,0.374033166,387.5
ZINC000014594097,,C[C@@H]1C[C@H](O)[C@@]2(C)[C@@H](C)C(=O)CC[C@@H]2[C@@]1(C)COc1ccc2ccc(=O)oc2c1,-10.3,4.315397977,5,1,3,4.2003,0.78433538,398.5
ZINC000026892649,,C[C@]12CC[C@@H]3[C@H]4CCC(=O)C(O)=C4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1,-10.3,4.261234289,4,1,4,5.8961,0.582109957,414.6
ZINC000026974275,,CC(C)[C@@H]1NCCc2ccc(NC(=O)c3ccc4cc(C(=N)N)ccc4c3)cc21,-10.3,2.870142101,3,4,4,4.21897,0.399630563,386.5
ZINC000029051512,,O=C(Nc1cnc2ccccc2c1)c1ccc(NC2CCCCC2)cc1,-10.3,1.905242676,3,2,4,5.2317,0.68042113,345.4
ZINC000034658192,,O=C(O)c1ccc(-c2c[nH]c3ncc(-c4ccccc4)cc23)cc1,-10.3,1.968651925,3,2,3,4.5951,0.580767804,314.3
ZINC000035826853,,FC(F)(F)c1cccc(C2=CCN(CCc3ccc(-c4ccccc4)cc3)CC2)c1,-10.3,2.151358913,1,0,5,6.7042,0.454609953,407.5
ZINC000035952679,,Nc1ncc(NC(=O)c2cc(NC(=O)c3cccc(C(F)(F)F)c3)ccc2Cl)cc1Cl,-10.3,2.193761803,4,3,4,5.494,0.47069408,469.3
ZINC000118936790,,CC(C)/C=C\[C@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,-10.3,4.389680206,1,1,3,6.7746,0.543152202,370.6
ZINC000299851175,,Cc1ccc(C(=O)OCC2=CC[C@@H]([C@@H](CN)C(=O)Nc3ccc4cnccc4c3)C=C2)c(C)c1,-10.3,3.658902195,5,2,7,4.72454,0.502700771,455.6
ZINC000000001637,,Clc1ccc(-c2nc3c4ccccc4ccn3n2)cc1,-10.2,1.982045913,2,0,1,4.2029,0.522545572,279.7
ZINC000000073661,,O=C(Nc1cccc(C2=NCCN2)c1)Nc1cccc(C2=NCCN2)c1,-10.2,2.56724887,3,4,4,2.0302,0.681464206,348.4
ZINC000000285233,,O=C(NCCc1c[nH]c2ccccc12)c1ccc(-c2ccccc2)cc1,-10.2,1.7233186,1,2,5,4.8074,0.538032196,340.4
